"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"akrammhamedi","6 July 2022","First, They Showed Us Thor: Love And Thunder's Official Teaser, I Felt Bad, So Bad, Cause The Scenes Were Bad For A Super-Hero Like Thor And I Was Waiting For 4 Years For This, Then... Yes, I Was Shocked. But, In, 05.24.22, ( One Of My Best Days Ever ) The Official Trailer Was Posted In The Whole Internet, I Watched It In The Morning, And I Prefered To Watch It Some Hours Later, Because... You Know, The Morning, Our Mind, And ICE !!!Yee, When I Watched The Featurettes And The Tv Spots, I Don't Really Wanted To Wait, Then This Day Comes, And I'm Glad I Watched THE BEST MOVIE EVER !!! GO WATCH IT GUYS, DON'T TRUST THE BAD REVIEWS OF BAD HUMAINS.","
            3/10
            "
"ashfordofficial","8 September 2022","Disney+ IMAX Enhanced Version1. Second time watching it and the quality dipped even more. In Disney+ release they improved and fixed a lot of unfinished and wonky CGIs presented in the theatrical release.The film destined to be a mediocre entry since the beginning. I didn't like how Taika Waititi made Thor unserious most of the time and that made some emotional moments felt bland. Waititi overdid some jokes and it was cheesy and cringey. Christian Bale delivered probably the only standout performance; not his best or decent work to-date. The ending was not satisfying at all.2. Second time watching it and the quality dipped even more. In Disney+ release they improved and fixed a lot of unfinished and wonky CGIs presented in the theatrical release.The film destined to be a mediocre entry since the beginning. I didn't like how Taika Waititi made Thor unserious most of the time and that made some emotional moments felt bland. Waititi overdid some jokes and it was cheesy and cringey. Christian Bale delivered probably the only standout performance; not his best or decent work to-date. The ending was not satisfying at all.","
            1/10
            "
"tinjo23","7 July 2022","A wacky and wild bonanza of the funniest fun and some genuine beats of character development to keep the otherwise basic as all get out/hero vs villain plot compelling.Christian Bale is superb a Gorr. Despite being trapped in a wildly generic villain arc, he does wonders with what he's given!Natalie Portman too is a good bit of fun, perhaps for once enjoying herself in these movies.Within her newly dubbed role as Mighty Thor she conjures up more than a few surprises to justify her character's radical turn.But this is Hemsworth's show and he's a man who loooves any spotlight where he can be as absurd and against hero-type as humanly possible.Taika Waititi, no slouch either in the out-of-his-mind department, aids his leading man's every whim and throws curve balls left and right (to Hemsworth and the MCU in general).Yet, despite the two's almost transparent attempt to push things beyond the scope of reason or...taste, Thor still comes out the other side with hero statues firmly in check.And you can bet that's no accident.","
            3/10
            "
"nedim-13753","8 July 2022","MCU back in a day had some sense. Everything introduced had some sense and is well explained. Now in phase 4 most random sh#t is thrown at us. Zeus, seriously? Palace of gods, tf? Me personally, I dont like it because its clear sign writers are running out of ideas. This is hot mess with terrible terrible comedy. Thor in infinity war and this one are not same characters honestly.","
            1/10
            "
"sackofwhine","6 July 2022","The same old story with these MCU movies. I hate basically everything they represent and the main producer behind these films, Kevin Feige, is the literal demon that ruined cinema as we know it. He represents everything wrong with the film industry.This film is the same old garbage repackaged with some new fun ideas. For starters, yes I laughed quite a bit during many moments. You can definitely enjoy this film purely from a SNL skit perspective. Also some of the ideas Waititi plays around are fun and enjoyable, such as the 80s inspired rock-costumes and the designs of many aliens. The score and soundtrack are really well implemented.However aesthetically this film is one of the worst offenders. Rarely have I seen this much bad CGI in such a big film. The action ranges from ok to atrocious. The shot language is extremely bad and stale, not a single ounce of dynamic and movement. Just basic green screen single shots and reverse shots. Where's the ingenuity of ""Hunt of the Wilderpeople?"", it all looks so fake and textureless. Gave me Robert Rodriguez mid 2000s green-screen movie vibes, but without the charm.Every scene taking place on earth in an interior set is one of the most bafflingly looking things I've ever seen.","
            9/10
            "
"NormalGuyReviews","12 September 2022","I'm really not sure what they were trying to do here... it's a funny movie but I don't think it was supposed to be. If you took out Christian Bale's performance ""Love and Thunder"" is more akin to SpaceBalls than any Marvel movie. The ""comic relief"" feels painfully forced and it gets old quick. There was a lot of potential here for a fun Thor movie but it came across as more silly than anything else. The plot was there but the script seemed like it was written by a 14 year old who likes fart jokes. It could have been worse but it also could have been a lot better. Overall disappointed hopefully Marvel can recover from this one.","
            9/10
            "
"EversonMovies","24 September 2022","I have been a fan of the thor films, me and my fiance in our early 30s have stayed up to date. But this just lost it way. It has that feeling of your really old dad who is trying to ""stay hip"" and just over does.all the cliche cool and funny things. Not a great watch at all and unfortunately just cannot recommend it. All the dialog and jokes are just overdone, as thought up by a 15 year old (and not a popular one at that). They took all the serious element out of it that you come to expect.from the previous movies and just decided to appeal to the extremely child young market. I guess that's where the money is.","
            7/10
            "
"apurvchanged87","11 July 2022","Sad and unable to mince words. This one is absolute garbage. Audience panned Dark World which wasn't even half as bad as this. It is hard to imagine how exactly were the executives were ok to put this on screen and still everyone had the audacity to make sky high promises in interviews.And yeah, this is how you completely waste someone of Christian Bale's calibre.Taika needs to understand where to draw a line. If a formula worked for Ragnarok, it doesn't mean doubling down on it would be double the fun.","
            2/10
            "
"jmcd2007","25 July 2022","Phase 4 has had a mediocre run and ""Thor: Love and Thunder"" does not help with this bum streak. This film was hot garbage and felt like a parody of the Thor series while checking all the politically correct boxes in the process. For starters, there was not a lot of action and the humor was forced and really not all that funny. Secondly, nobody asked for Thor to be humanized. There is a scene where he is wearing an apron and flipping pancakes with his daughter at home. It's that bad.Jane Foster (Natalie Portman) enters the picture, is suddenly dealing with a terminal cancer diagnosis and becomes ""The Mighty Thor"" (complete with powers) to the delight of feminists everywhere.. Russell Crowe's Zeus was a waste of airtime and the villian wasn't really all that intimidating.If Marvel wants to have another good film under their catalog, then they should find a way out of their contract from Disney because they (Disney) are destroying what once was a great franchise along with pretty much everything else these days. With that said, Bob Chapek can add another failure to his expanding list of movie flops this year. Love and Thunder misses the mark and isn't simply worth the time and money spent.","
            1/10
            "
"kale00","6 July 2022","Thank you, Taika, I laughed for the first time in a week!:)
Great, fun, full hearted, just go watch it and have fun!!!Dont mind the negative comments, spamers..","
            9/10
            "
"baniuladiut","6 July 2022","We cannot say that this movie is as same ad Ragnarok. It is better. Of course, it also has comedy which hits. The most amazing was Gorr the butcher. Felt terror while he was in screen.","
            1/10
            "
"nordalex","6 July 2022","I enjoyed it, not quite as much as Raknarök but still, thought it was good. I am no huge Marvel fan with a big diapy full of bumbum because it does not follow the comics or something... nor make Thor as this serious as a grave character. Bit too comical at times but no shoehorning of woke garbage.BUT! If you're not a die hard Marvel fan and have read all the comics, watched ALL the movies in a specific order, can recite all lines from the movie or cry when Thanos eats cherries while being naked... Then, you are NOT allowed to like this movie!Taika is one of my favorite directors and I hope he gets to steer the ship on the next movie aswell.","
            6/10
            "
"locutas","10 July 2022","What an absolute let down! Much like Wonder Waman was awesome and Wonder Woman 1984 not so much this feels similar, Ragnarök was brilliant! Love and Thunder definitely not! Am pleased I was shouted to see this movie or id be pissed off wasting the money to see this Garbage oh and by the way a King is a male and the female counterpart a Queen, just a mess of a movie.","
            1/10
            "
"cliffyglover","21 July 2022","There's no such thing as a female ""king"".In previous films there was a queen and also females titled ""lady"" such as thors mother and lady sif. Marvels woke agenda can't allow terms like those to exist. So ""lady thor"" is now ""mighty thor"" which is actually one of thors titles. Queen valkyrie is king valkyrie. Which is odd considering ""valkyrie"" is already a title. Just poorly written garbage with gay forced in for no reason at all.","
            4/10
            "
"mariellaaacati","6 July 2022","This is the best Thor film so far. If you enjoyed Ragnarok you will love this one as well.I really appreciate the humor in this movie, which is so familiar from ragnarok, as well as the serious tone in certain scenes. Love & Thunder managed to not only give us fun and action again, but also very emotional character-driven stories. This film seemed like a journey the characters just had to go through and everything just seemed so right.The acting in this movie is exactly as amazing as you would expect it to be with such an amazing and talented cast. My personal favourite performance was Christian Bale as Gorr, who is undoubtably one of the best mcu villains so far. Not only did he seem perfectly reasonable at all times, but he was also scary and intimidating.The cinematography is beautiful and sometimes even unlike anything I had ever seen before.Taika Waititi once again made Thor magical and proved us just how beautiful his way of storytelling is.All in all, this movie is so much fun and emotional and the closest to perfection a thor movie has ever been. This is for sure one of my favourite films of all time!","
            4/10
            "
"optimus_spbla","9 July 2022","Thor Love and Thunder seems like a kids movie based on the sophomoric humor and childish behavior, yet is full of sexual references, talks of orgies, and full-on nudity. It's as if they created a movie they new would attract kids and then filled it full of inappropriate sexual content... groomers. Also, the hypocrisy was glaring - we see women ogling Chris Hemsworth's nude body when placing Natalie Portman in the same situation would have been called misogynistic . How about you leave it out all together, there was no need for it. The shame is there was a heart of a good story here with Jane and Thor, too bad it was ruined with Disney's anti-family/pro decadence agenda. Disney seems determined to run itself into the ground.","
            1/10
            "
"user-601-78794","8 July 2022","The pacing sucked. Nothing was left to breath and Korg had more lines than Christian Bale and more screen time. It was just a mid film that seemed like
It was smashed together.","
            2/10
            "
"djonair","20 July 2022","I love the Thor movie's but this was down right stupid. Thor seemed to be more of a comedian than a super hero. It was to many one-liners (jokes) that was so unnecessary. To much going on with this film. Less is More I always say...........","
            7/10
            "
"michaelmavromatis","8 July 2022","We all knew someone who couldn't stop with the jokes, to the point that it becomes boring and irritating. That's what has happened to this Thor and his story line. There is no substance, only fluff, but not in a good way. Superficial and lacklustre. Such a shame. Marvel is done!","
            3/10
            "
"williegannon","11 July 2022","I think everyone would agree that Thor: Ragnarok was the best Thor film by a good distance and one of the best Marvel movies.Thor: Love and Thunder is a very, very poor follow up. The Avengers: End Game restrictions on the narrative of Ragnarok have been removed and it seems that Taika Waititi has been given full creativity for this shambolic follow up.Awful humor and poorly placed jokes litter the film. Shoddy set pieces, terrible CGI and a really bad story ruin this follow up. More so when you compare it to the last Thor film.The film is filled with forced McGuffins from the first minute as the A to B story is forced from point to point. There is no jeopardy in the film whatsoever.Considering that the Gorr the God Butcher run and the Jane Foster run are considered seminal in comicdom, this film has done more damage to Thor on and off screen than if it hadn't been made at all.Actually, the best thing about the film is the soundtrack. And they didn't even get that right with a handful of Guns and Roses songs and not even a mention of Lady Lightning by Bang Camaro. Probably because its on the Peacemaker soundtrack.Actually, go watch that instead.","
            1/10
            "
"Ring_of_Sun","7 July 2022","Marvel best known for action not goods story ( expect some tv series ) but this movie action , story , plot everything is terrible . Very bad direction with stupid some story become wasted Christian Bale and Natalie Portman's effort and doesn't blossomed and those way they's character become effectless just a character just they come , fight and die , nothing others happened . In finishing this movie want to add some emotion but stupid plot mak it boiled .If parallel universe truly exits , i hoped their become make a good thor love and thunder movie , their they see the greatest mighty thor and best villain Gorr the God Butcher.","
            3/10
            "
"juanquaglia","15 July 2022","I think I have been patient enough, but since Endgame almost nothing good have come from Marvel. Phase 4 has been disastrous. No direction, bad scripts, bad character development, bad CGI. And it took several films but people finally seem to start to notice. Captain Marvel, Shang Chi, Eternals, Strange 2... and now this. I wonder what changed. It seems evident that someone in Marvel who knew what he was doing has been sidelined, because the drop in quality is very noticeable.","
            4/10
            "
"andrejtrajkovic","6 July 2022","Very little naked woman sceenes,thor kitchen my g is huge only cas cgi. Best characters are two goats that are carrying thors ship spoiler alert. Zeus was great but he is fat.","
            3/10
            "
"tmccray","9 July 2022","I was really looking forward to this movie because I loved Ragnarok. This was a mess. The video quality was lacking. It starts out like a sensory overload video game. When Gorr crawled out of the oasis pond it and was so obviously fake grass over a plastic tub on a soundstage, my stomach dropped. How did the LED panels look so convincing in the Mandalorian and so fake in this? I felt like I was watching a role playing video game.Bale is a great actor, but wasted in this part. His character was not menacing at all. He just shows up in a mass fight and starts sword fighting? What?The Thor and Jane relationship retrospective was painful to watch. It was just plain dumb and juvenile. There was no hint of a real connection to be rooting for.This wasn't a standup routine, but it felt like it. How about a few great, well-placed jokes instead of throwing everything at the wall and see what sticks.I confess I didn't see the end, because I fell asleep! After this I'm really scared of what Taika will do to Star Wars. Please, no more improvising!","
            1/10
            "
"vijaysurendran-43093","19 July 2022","Only saving grace is performance by. Christian bale .. but its too little too late .. lots of silly non funny jokes and situations .. chris and natalie extremely mediocre performances .. i still dont know why they think natalie is good at acting .. watch this movie if you have nothing else to do and want to waste 2 hours destroying your brain.","
            3/10
            "
"justriffy","11 July 2022","I love Marvel and Thor is one of my favourite characters! I enjoyed watching Love and Thunder but as I was watching this I could see problems with the film! If this was a DC's attempt at a film, I would have accepted this but Marvel have done so well with the previous phases that you think this phase would be amazing!As the film started with Gorr (Christian Bale), I should have felt his pain but because the script was bad it felt rushed, the scene was a disappointment,
Then comes in Thor, who seems to not care and just isn't with it. Instead of building his character, so that he cares, they throw him into a rushed situation! They could have maybe changed this and he meets Jane Foster on her death bed and when he loses her to cancer that probably would have been a strong reason for him to find his way back to being the hero he is. The whole film felt rushed and felt more like an episode. I didn't mind the comedy aspect to it but did feel like they did try hard on this aspect, when the writers should have spent more time on the storyline. Gorr felt more like a subplot and was underused, Jane and Thors love story was more the main plot which should have been more of a TV series.Gorr was meant to be this villain that everyone is scared off but never really felt it as Jane who has never really fought before is taking him on whereas a god that has more experience in combat lost her arm to him,Christian Bale and Russell Crowe were amazing! Chris Hemsworth as usual is Thor! Just hope the next film doesn't have this writer and director as this film was not what I was expecting!","
            4/10
            "
"ethan-75494","12 July 2022","This movie tried so hard to be funny and silly I understand these movies are targeted for kids but marvel had a standard and a structure. I am worried for marvels future films.","
            1/10
            "
"Tweetienator","13 July 2022","An empty, with special effects overloaded dose of - nothing. I just can imagine that the paychecks are enough compensation for the actors to be involved in such a point- and artless mess. The whole movie looks like all involved (writers, director, actors, production crew) worked on auto-pilot and half-asleep. Terrible empty, this is and with every movie it just gets worse.","
            1/10
            "
"Riddler91","8 July 2022","Taika Waititi needs to be removed from the Thor franchise. Like, he needs to be removed yesterday. He ruined the franchise with his humor that isn't even funny. And Hemsworth is part of the problem, too, because he likes it this way.","
            1/10
            "
"Neptune165","7 September 2022","The movie is bad, terrible not an mcu, more like a cartoon for kids, Thor held the forge to craft the hammer, cannot defend anyone, not even himself from monsters, all for the sake of ""oh no! Whos gonna save him""
I wasted time watching it. The MCU unfortunately doesn't feel the same anymore. The original comic book story is a dramatic piece. It feels like they replaced the drama with weak comedy to set it as the base for the movie,
then tried to garnish it with drama. I would've preferred it the other way around. There was way too many jokes in this movie and I just don't even see the reason to even have Korg in this movie. He was just there making joke after joke. The ending fight acne when Thor gave all those kids the power of Thor and the kid with the stuffed rabbit having lightning shooting out of its eyes. I was just annoyed of this movie for me it's like a 4 out of 10. Recently I have felt that I am experiencing what everybody calls superhero fatigue. The last two movies, doctor strange and Thor were moderate at best. I did not enjoy myself as much. The movies seem adequate at best, the characters felt cartoonish, the story was not engaging and I found myself yawning quite a lot. Especially Thor was really disappointing. After the widely popular and fun Ragnarok, this venture was surprising in the sense that the same cast and same director could produce such a joke of a movie. I did laugh in the movie but that was a pity laugh and I was laughing at how bad a movie could be. Many believe that it was not as bad. I myself felt that I wasted my money. I did not enjoy the movie. The superhero movies are not the same. I find myself falling out of love with these kinds of movies. I think I do not have the heart of a 10-year-old anymore. I have grown I guess. I love the mature content. I love something that I could relate to. For instance, I love the boys. I love the Zack Snyder iteration of superhero movies. They have a heavy tone and contain mature content that I can resonate with. The fart jokes are not funny anymore. The audience has grown along with the movies. After such heavy movies like endgame and infinity war, going back to silly things are idiotic on the part of Marvel. Finding a balance between what you cater to the mature audience all the while keeping the children interested is the trick and Marvel should learn better to walk that fine line. But as things stand they are leaning over to the side of making small children happy. Thus, the reason for people's low rating of recent movies. Superhero fatigue is real and has caught up to me. I don't think I will see any of the Marvel movies unless they promise something new and mature.","
            2/10
            "
"ringsangbordoloi","11 July 2022","Nothing new in story, screenplay, action and visual effects. Same old cock and bull story. Totally, full of jokers in superhero costumes. But yeah!! Bale did well his best as expecting. This time Thor dissapointe2d all. Same as Portman character.Peoples are tired to watch Thor in same looks. If Cristian Bale didn't his role this time Thor might be box office bomb.","
            4/10
            "
"weinbergtodd","2 January 2023","It'll be 2 hours of your life that you'll never get back. It has a (bad) joke about every 20/30 seconds which becomes so utterly draining and tedious. The lore of these characters is completely abandoned, particularly Tessa Thompson's character who was a force in recent Marvel movies but has been reduced to a cliche in this. It felt like an episode of FRIENDS with the schlocky zingers coming at you one-after-the-other. All it was missing was a laugh track, I swear.Not only that, but the story is a complete bore. The ending is so ridiculous it might as well be a children's tv show - and sadly it was the only part of the movie that's not trying to make you laugh.","
            5/10
            "
"ASBKnight","17 July 2022","Nice try but no. You can't just remake Korg with two dads when in Ragnarok you said he had a mom. But typically cancerous woke agenda: stupid af.The rest of the movie is meh .. Jane is a nice take on Thor but also the transformation ... Which didn't happen when someone else picked up the hammer.Valkyre is just a sad filler in the show.Zeus is a disappointment and seeing Russell Crowe in it , the gladiator would cry.Keep throwing money and cgi.","
            3/10
            "
"lorinmihaib","12 July 2022","This movie is a parody, a poor one. The storyline is too simplistic. There are way too many LGBT references. It seems like a manipulative propaganda. The movies is most surely targeting children, but it's better to keep it away from kids.","
            2/10
            "
"LeParas-1","8 July 2022","So basically, it´s the same cringey jokes with underwhelming CGI just like Ragnarok.Ragnarok, a movie, that turned the Asgardian apocalypse, into a punchline for dumb jokes, but everybody was praising it.Thor was my favorite Marvel movie back when Marvel was actually cool. If I wasn't completely burnt out with the MCU at this point I might have the energy to be upset by this abomination of a movie.Taika Waititi is the director version of Ryan Reynolds! Sometimes he is amazing when he is restrained and thoughtful but most of the times he does the same thing over and over doing his thing no matter what the movie calls for.But at least they gave Natalie Portperson some nice cgi arms, tbh, she almost looked like a real human.","
            6/10
            "
"Benedict02","12 July 2022","Without even touching on plot holes and things that generally make no sense in this movie for the wider MCU, there is about thirty minutes of footage that belongs to what could have been a serious dark movie - to nobody's surprise all of these scenes include Christian Bale.This could have been a film about a man who loses his daughter and subsequently his faith in his God who becomes corrupted by a sword which was created by Knull, God of the Symbiotes (not that the movie feels the need to tell you any of this). As a result this man makes it his mission to rid the universe of all its Gods. And while on his journey this man turned God Butcher comes across a terminally ill woman who fell in love with one of the deities that our antagonist has made it his mission to kill.Now that's what we could have had... but what we got, is a movie so forgettable in it's plot that i barely remembered the Guardians of the Galaxy were in this when the credits roll, but the comedy in this movie is actively damaging in its attempt to be a carbon copy of Ragnarok. I liked Ragnarok, but I wasn't left wanting another one. This movie could have been so much more than a boring comedy over saturated with lame gags and over-used unfunny jokes; it absolutely wastes Oscar winning actors and actresses in its pursuit to be funny, that's it's just sad to watch because it sacrifices its story and all I end up thinking about is what it could have been.Despite the fact that Gorr the God Butcher is only seen KILLING ONE GOD!!! Christian Bale's performance is by far the highlight of the movie and it's a shame that he didn't have more screen time and his motives and transformation weren't more fully fleshed out. And I can't help but feel that had this movie been come a phase or two before now, and had someone other than Waititi working on the script, it would have been a much better movie. Instead it's just another factory produced piece of garbage churned out by the Marvel machine, but due to the inclusion of Bale and everything involving him it makes this movie disappointing more than anything.","
            7/10
            "
"VinsendVega","10 July 2022","Although I realy enjoyed Taika Waititi idiosyncratic style in Jojo Rabbit, It doesn't work for a movie like Thor. Previous Thor movies where never too serious and already had plenty of humor. Making a parody of a character like this just feels fake and turned the whole movie into a somewhat childish joke. The relationship between Thor and jane is very different from previous movies and I should probably tell you the director has taken a lot of artistic liberties with their back story. Thor is turned into a goofy Homer Simpson-type of loveable Idiot and the entire first half of the movie feels very empty. Some parts do get a good laugh but for me the whole movie was far too silly and childish.Positives: Christian bale makes great villain and the visuals are great (even by marvel standards).Not for serious fans. Woman and children seem to be the target audience here.","
            4/10
            "
"TheVictoriousV","7 July 2022","A lot of people expected the fourth and supposedly final Thor movie to be a passing of the hammer, and I don't blame them for detecting a pattern within the latest Marvel Universe titles -- at least the ones that concern the original Avengers:So far, Steve Rogers has handed his shield over to Sam ""The Falcon"" Wilson, we've seen a new Black Widow in the form of Yelena, and I'm pretty sure we got a new, younger Hawkeye in the Hawkeye TV show (I'm not gonna watch that), which is to say nothing of She-Hulk. And yes, the trailers for Taika Waititi's Thor: Love and Thunder made it seem as if Thor Odinson (Chris Hemsworth), who now seems kind of a joke, was going to surrender Mjölnir to Jane Foster (Natalie Portman), his bland love interest from the first two movies. Why her? Because it was in the comics, shush.Hell, pretty much all of these changes mirror the comic books. Passing a superhero mantle from one character to the next -- sometimes of a different race or gender -- is one of the medium's oldest traditions, so I could certainly see why people expected us to get a ""new"" Thor with this film (because apparently, first names are now mantles to be passed forth once a magical hammer abruptly repairs itself).However, after the latest Doctor Strange movie ventured into the Multiverse and changed very little in the process (despite adding such supposed game-changers as America Chavez and other stuff that likely won't be mentioned outside of the Doctor Strange or Scarlet Witch properties), I was genuinely thinking that the trailers were showing us an alternate reality; one that will only feature in this flick as a throwaway adventure and then never be acknowledged again. I won't reveal whether Mighty Thor is a permanent mainstay, but will report that I'm nevertheless troubled by the general directionlessness of Phase Four. What's this all for? What's the next Endgame? And why is the plot point ""Jane was snapped by Thanos and, due to a side effect of it, she now has cancer"" not an Onion headline?As the film begins, Thor is out adventuring with the Guardians of the Galaxy but is forced to reunite with Foster, Korg (Waititi's character from Ragnarok), and other older friends when Gorr the God Butcher (Christian Bale, who gets the best scenes of the film) starts exacting revenge on all ""gods"". That is, of course, the aliens that inspired the gods and goddesses of Earth mythologies (now including the likes of Zeus, as portrayed by Russell Crowe, who has the power to flick away Original Thor's robes and give us a good look at that regained ""god bod"" of his). He's not going around slaughtering deities willy-nilly.But in terms of more truly god-like (omnipotent) figures, the film also follows in the footsteps of Eternals by bringing in some more of Marvel Comics' more ""cosmic"" characters, specifically Eternity, who is a personification of the entire Universe and the source of Gorr's power -- so there's a decent explanation for why he would become something so impressive as a ""god"" butcher. Whether Eternity is still at the mercy of the Time Variance Authority or an angry witch who can ""destroy the Multiverse"" is anyone's guess. Could Konshu and Moon Knight rearrange the stars that comprise him at their own leisure? Who knows? It's useless to think too hard about Phase Four media.We also reunite with Valkyrie (Tessa Thompson), who is the ""king"" of New Asgard while Thor is off with the Guardians. Much fuss has been made about the fact that the film calls a female ruler a king, to which more smart-alecky viewers will explain that Asgard is a made-up fantasy world and so it's not our place to question how the word ""king"" is used in their pretend space-Viking culture. Funny that ""king"" is apparently the only Anglic linguistic unit that's used differently whereas the rest of their language mirrors ours pretty straightforwardly, but whatever. Go off, kween. I mean, qing!Another notable ""character"", I guess, is Mjölnir itself -- which, like I said, makes a very sudden return and seems more interested in Jane than Thor. Its relationship with Thor supplies many supposed laughs. Is it an old ex? Old roommate? Estranged kid? Pet? Simple: It's whatever joke Waititi felt for at the time.Thor: Love and Thunder is very much another Marvel movie. Like many of the post-Phase Three additions, however, it does mostly allow the director to keep his voice. Waititi isn't as unrestrained as Rami was with Multiverse of Madness -- which strayed a little too far from the MCU mold for some fanboys -- but he's possibly even wackier here than with Ragnarok, and we're treated to some wild, interesting-looking worlds (particularly the nightmarish pocket realm of Gorr).The film has enough zaniness to go around and I do like Bale's ""Come to Daddy""-inspired performance, but the VFX will often look incomplete, the dreaded Marvel comedy is worse than ever (capping many nice scenes with a cheeky wisecrack or silly character moment and so deflating them -- when it doesn't outright take older dramatic moments and treat them with all the dignity of a Seltzerberg parody), and some scenes are shot like some McDonald's tie-in commercial that managed to get the actors from the real movie involved. Much like fast food, however, you're not wrong for liking it; I'm not here to stop you. Having just seen the Tollywood epic RRR (which was both crazier and yet treated its characters with more dignity than this), my own patience with Hollywood is the lowest it's ever been, though I guess there's little to be done (even as the spread of RRR does re-ignite my faith).I just hope that you're watching this because you feel it genuinely enriches your incomprehensibly short time on this cosmic spec we so briefly inhabit -- the fact of which bolsters just how astronomically lucky you are to be alive to experience this age of art -- and not because you're too lazy and complacent to seek out whatever isn't Hollywood-approved product. And yes, that includes if you're watching it just for Buff Mommy Portman; I'm all for that.","
            1/10
            "
"yssoete","13 July 2022","What a dissapointment. A very much missed opportuniy after the long wait for it. How this is even remotely possible to have an average rating of 7/10? Blend, empty and frankly, annoying. I'm actually sad I spent money on this.","
            2/10
            "
"Millbags09","10 July 2022","I really wanted to like this movie. Thor Ragnarock is a great film, this isn't. I love the comedy of Guardians and Ragnarock, but this movie tries too hard, and too often to be funny but it doesn't land often enough and gets in the way of the story. It feels like a bit of a missed opportunity with some great characters and performances wasted. Having said that, I'm still looking forward to the sequel, I just hope that balance is restored and many of the weak jokes get left on the cutting room floor next time.","
            3/10
            "
"nirvairsr","7 July 2022","This film is ok but nothing special. It doesn't feel as funny or as well made as Ragnorak and has that rushed sequel feel to it. There are some decent scenes but nothing that will stay in the mind once you've watched. It. Christian Bales performance is good and he makes the rest of the cast seem like weak actors. Worth watching but don't expect to be blown away.","
            2/10
            "
"humzahladiwala","8 July 2022","I'm going to make this one short, because the movie just came out and i don't want to risk spoilers.Right off the bat, this new Thor movie is really poor. It's not so much bad as it is just mindless. There's no intention, no direction, the movie feels as lost as it's title character who still has a lot of growth to do after his bro phase in Endgame. The film's plot is so bizarre and shallow that it's immensely talented cast is wasted. The jokes are so inconsistent that I can't believe Taika Watiti, a future comedic legend actually wrote this movie. In my opinion, Christian Bale was spectacularly let down. I was very excited for his character, because I really enjoy his work and in my opinion, he is one of the most talented actors working today. What we got was unbefitting for someone of his range and caliber. Overall, Thor: Love and Thunder is as bad as Captain Marvel for me, but for the exact opposite reasons. The movie has way, WAY too much personality and ambitions, and it falls short of being memorable or coming remotely close to its ambitions. Instead, the movie comes off as more shallow then a baby pool and fails to justify its existence. Anyway, that's my attempt at a spoiler free review, I hope other MCU fans enjoy this one more than me (although that's looking doubtful).","
            2/10
            "
"mikate","12 July 2022","The last attack on Thor as toxic male alcoholic loser .. to this unfunny trash ... I hope the producers lose a ton of money on this as they deserve to go broke for going woke and destroying one of the great comic heroes of the decades .. shameful.","
            1/10
            "
"jhalcollege","10 July 2022","A brief list of problems with this movie
1. It's a movie by committee, which means it exists for the sole purpose of making money. They have to check certain boxes, make sure everyone is happy, and not offend anyone.2. It takes itself pretty seriously until they decide to throw in a joke, which is about every 90 seconds
3. Christian Bale is a great actor (from Empire of the Sun to American Psycho), so let's give him almost nothing to work with, aside from (yet another) ""I want to destroy everything"" bad guy
4. Everyone loves Guns n Roses, so we should play four of their songs! But not any of the deep cuts, just the hits at cliched parts of the movie (and even name a character Axl)
5. Russel Crowe: It doesn't matter that his Greek accent sounds more Italian than anything else, people like him so maybe they'll like this movie.6. Screaming goats.","
            3/10
            "
"ScoobySnacks66","24 July 2022","While a touch of Taika's farcical ""What We Do In The Shadows"" humour was splendid in Ragnorak, there's too much of it in this film. It's a non-stop corn-ball comedy hour full of jokes that could have been funny if I wasn't annoyed that they just didn't stop. All the corniness made it really hard for me to get invested in the characters. I just didn't care what happened to anyone in the film, I looked at my watch at least three times and was happy when it was over. Also, stop shoving the WOKE nonsense down our throats. It's so bloody annoying now. Thor was the best, most powerful and most thrilling marvel character and now he's the butt end of a joke, looking stupid so that everyone around him looks much smarter. Sad.","
            2/10
            "
"douglasmiller-84793","9 July 2022","I had such high hopes, only to see them dashed on the rocks like carnival ride ship pulled by a couple of loud goats smashing into an impossibly small planet.Remember in Ragnarok when Thor wasn't fooled by Loki, because he was learning from his mistakes? Remember how he left Earth with the Guardians to go find out who he was supposed to be? Apparently, he was supposed to be an idiot. An idiot in a movie with Spy Kids quality CGI, on a Marvel budget.I was looking forward to this so much, only to be disappointed at every turn. The script managed to somehow forget to have any character growth. At the end, Thor hasn't changed. He's had an adventure. His ex girlfriend has died. And a few random unimportant gods have died as well.There's just nothing redeeming about this movie. The plot is predictable and uninteresting, the acting uninspired, the jokes are stale, and the production quality is terrible.Christian Bale is the only actor given anything to work with, and he's barely on screen.","
            2/10
            "
